Symbol,min_date,max_date,Close_min_date,Close_max_date,Return (%)
KOIN,2023-12-26,2024-03-25,30.760000228881836,32.790000915527344,6.599482027114734
EQL,2023-12-26,2024-03-25,109.22823333740234,116.43499755859375,6.5978950688783495
RDVY,2023-12-26,2024-03-25,51.78096008300781,55.189998626708984,6.583575388011906
FTCS,2023-12-26,2024-03-25,79.6003646850586,84.84020233154297,6.582680452804408
AGM-A,2023-12-26,2024-03-25,140.71751403808594,149.97000122070312,6.575220750498017
RDIB,2023-12-26,2024-03-25,13.699999809265137,14.600000381469727,6.569347333829382
RBKB,2023-12-26,2024-03-25,7.929999828338623,8.449999809265137,6.557376950605262
GVA,2023-12-26,2024-03-25,51.85024642944336,55.25,6.556870612337298
NDAQ,2023-12-26,2024-03-25,57.41777038574219,61.18000030517578,6.55237898329786
FTEK,2023-12-26,2024-03-25,1.0700000524520874,1.1399999856948853,6.54204951508003
SECT,2023-12-26,2024-03-25,46.8840446472168,49.95000076293945,6.5394445781986565
FAM,2023-12-26,2024-03-25,6.113734722137451,6.513199806213379,6.53389625541798
AIA,2023-12-26,2024-03-25,56.790000915527344,60.5,6.532838571337793
QINT,2023-12-26,2024-03-25,46.38999938964844,49.41999816894531,6.531577536457125
HDV,2023-12-26,2024-03-25,101.38508605957031,108.00499725341797,6.529472382119426
FUN,2023-12-26,2024-03-25,38.57756042480469,41.095001220703125,6.525660949466798
VSMV,2023-12-26,2024-03-25,41.906097412109375,44.63999938964844,6.523876348240106
